song_name,artist,cluster
Painted Eyes,"Hercules & Love Affair, Aerea Negrot",13
Apollo Throwdown,The Go! Team,7
Hold My Breath,Holy Ghost!,11
Filthy Love,We Are Enfant Terrible,11
C.T.F.O. (feat. M.I.A),SebastiAn,7
Banana Ripple,Junior Boys,15
Memories of the Future,Handsome Furs,9
Happy Robot,Bufi,7
Club Of Rome,The Cads,9
Aquarium,Housse de Racket,15
Why Am I the Only One Laughing,Blah Blah Blah,5
Flash - Radio Edit,"Slove, Sarah Rebecca",9
Run Overdrive,CIVIL CIVIC,10
I Wanna Run,Ki:Theory,7
Go Ego,Eight And A Half,13
Trash Hologram - Dark Dub,"Crystal Castles, Alex Zelenka",8
Following,The Phenomenal Handclap Band,2
Inside World,WhoMadeWho,7
Fallin,REFLEX,11
FEELS LIKE,Ben Browning,7
Do You Not Feel Loved?,New Build,13
High Wire,The KDMS,7
Le Goudron - Long Version,YACHT,15
Don't Stop,Gigamesh,11
Blue Jeans,Eugene McGuinness,3
The Stain,The Invisible,6
Goods,iamamiwhoami,5
Dancer,Gin Ga,7
Space Heroine,Sunrom,8
I Want You Now And Always,Ice Choir,7
Summer Rain,Tiger Love,9
Fake Love - Original Mix,Blende,7
Earthquake,Ssion,7
Someone Like You,Étienne de Crécy,13
Runaway Love,Diamond Rings,3
Young Again,Paul Banks,8
The Byte of Love,Sante Les Amis,9
Like an Animal,Cymbals,15
Hard Knocks,New Young Pony Club,2
Rough News,Gramme,7
Onetasker,Applescal,15
The Witch - Original Mix,"Dombrance, Sourya",13
Golden Hour,Prince Innocence,10
Do You Feel What I Feel,"Rex The Dog, Jamie McDermott",15
Last of Our Kinds,"Yuksek, Oh Land",3
Goodbye Horses - Original Mix,Tone Of Arc,15
Cycle,Icky Blossoms,11
Drones,Night Drive,5
Into The Sun,CSS,7
Fools,The Aikiu,2
Begging for Trouble,Call Me Señor,11
Swimming,Holy Models,14
When the Music's Loud,Colette,10
Get Strict,Yip Deceiver,11
My Grip,The Traps,10
Same Way I Feel,Midnight Magic,2
Lost in the Evening (feat. Gary Jules),"Equal, Gary Jules",14
Aydin feat. Kevin Parker,"Discodeine, Kevin Parker",7
Behind Your Shades,Anoraak,11
Sleeping Beauty,Night Things,14
Before Your Eyes,"Friendly Fires, The Asphodells",15
Scarves,Rose Quartz,6
Media Vuelta,MKRNI,13
So Good,Louie Fresco,15
The Who’s Who of Who Cares,Museum Of Love,5
Something Good,Larytta,14
Top of the World,Legs,7
Toothache,Moats,9
Is Everything Ok? - Original Mix,Felix Da Housecat,11
Optico Paralisis,SUPERSTUDIO,8
Free Fire,Bluehost,15
Porc Noise Complaint,Los Porcos,13
Applause,Safakash,13
Out of the Blue,Theus Mago,15
True,Mt. Si,6
Gueto de Gent,Phillipi & Rodrigo,6
No Tongue in Cheek,"La Boum Fatale, Asbjørn",0
Lonely Like We Are,Computer Magic,14
Who Wants It,KCPK,0
End of the Trail,Shit Robot,15
Fire & A Water Sign,Black Peaches,7
The Rain That Never Came,Apache Sun,0
Curvy,D.A.R.K.,10
Hello Death,Johnny Lloyd,10
Believe,IS TROPICAL,10
Through the Yard,Kauf,15
Royal Casino,Soviet Soviet,13
Never See Your Face,Muscles,5
Dead Sea Scrolls,Yeasayer,11
Evil,Operators,3
She Does The Woods,The Last Shadow Puppets,14
Lost Soul,Beach Baby,3
Animal Trails,Moderat,13
Brainwasher,Autolux,8
Gnip Gnop,Animal Collective,6
Opposite of Rhyming,Moving Units,7
Road Blaster,M83,8
Steer the Canyon,Big Black Delta,3
Not Just a Girl,She Wants Revenge,7
To Lose My Life,White Lies,9
Under The Pressure,The War On Drugs,15
Difficult,Uffie,2
The Good News,Bloc Party,6
Street Justice,MSTRKRFT,2
Like A Pen,The Knife,15
Lightworks (Dave P & Adam Sparkles Remix) - DAVE P & ADAM SPARKLES REMIX,Acid Girls,15
Moon Theory,Miami Horror,11
Clown,"Ssion, The C.F. Bender Circus",2
Dressed In Polyester,Tacteel,13
It´s My Life,The Amplifetes,2
Generator - Second Floor,Freelance Whales,9
Gravity's Rainbow,Klaxons,9
Phantom Pt II - Soulwax Remix,Justice,15
High and Low - Taped Remix,Tove Styrke,15
Destination: Overdrive - DFA Remix,Chromeo,8
A cause des garçons (Tepr Remix),Yelle,15
That's What's Happenin' tonight,Mocean Worker,11
Thunderbird,The Golden Filter,8
Hide Me,The Golden Filter,8
Get Mama A House - Jackpot Tax Evation Remix,Teddybears,7
Tillsammans,Albin Gromer,14
Ecstasy,JJ,11
Genova,Lilla Sällskapet,7
Can You Seen Straight? - Nadastrom Moombahton Remix,The Death Set,10
Yo David Chase! You P.O.V. Shot Me In The Head,"The Death Set, Diplo",2
Distressed,The Death Set,5
We Are Going Anywhere Man,The Death Set,9
Soar Away - Original Mix,The Death Set,9
Rocket,POLYSICS,2
It's Another Day,The Death Set,3
Intermission,The Death Set,2
Negative Thinking - Best Fwends Wemix,The Death Set,8
Frail,Crystal Castles,8
Kids,MGMT,10
Boy From School,Hot Chip,11
Smile Like You Mean It,The Killers,9
Flux,Bloc Party,9
In Space,Röyksopp,13
Alice Practice,Crystal Castles,7
Air War,Crystal Castles,5
Magic Spells,Crystal Castles,15
Boys,Röyksopp,13
1991,Crystal Castles,11
Knights,Crystal Castles,13
So Easy,Röyksopp,13
Courtship Dating,Crystal Castles,11
Through the Hosiery,Crystal Castles,7
One Pure Thought,Hot Chip,13
Reckless,Crystal Castles,13
Trash Hologram (Demo),Crystal Castles,6
"Lovers Who Uncover - Live From The Scala,United Kingdom/2007",The Little Ones,5
Head,Röyksopp,13
Eple,Röyksopp,2
Love and Caring,Crystal Castles,7
Hotdog (Cosmo Vitelli Remix),Simian Mobile Disco,15
Before the Light Goes,The Fallout Trust,10
Simple,Simian Mobile Disco,13
Wooden (Danton Eeprom Remix),Simian Mobile Disco,13
Signs,Bloc Party,14
Four to the Floor - Thin White Duke Mix; Short Version,Starsailor,2
Don't Cry Out,Shiny Toy Guns,9
Chemistry Of A Car Crash,Shiny Toy Guns,3
1234 - Van She Remix,Feist,0
Falcon Jab,Ratatat,7
Mirando,Ratatat,11
Tribulations,LCD Soundsystem,13
Business Acumen (Holy Ghost! cover version),In Flagranti,13
Business Acumen (You Love Her Coz Shes Dead alteration),In Flagranti,15
Happy Up Here,Röyksopp,2
Vision One,Röyksopp,5
This Must Be It,Röyksopp,5
40 Years Back \ Come,Röyksopp,4
Sparks - Live,Röyksopp,5
Tits & Acid (Oscillation Remix),Simian Mobile Disco,8
Clock,Simian Mobile Disco,8
Tricky Tricky,Röyksopp,13
Miss It So Much,Röyksopp,13
You Don't Have a Clue,Röyksopp,11
True to Life,Röyksopp,8
It's What I Want,Röyksopp,2
Poor Leno,Röyksopp,11
Remind Me - Radio Edit,Röyksopp,11
Silver Cruiser,Röyksopp,8
Suzuki,Tosca,15
"Circle, Square, Triangle",Test Icicles,0
Beautiful Day Without You,Röyksopp,13
A Higher Place,Röyksopp,13
Woman (MSTRKRFT Remix),"Wolfmother, MSTRKRFT",2
Triumphant,Röyksopp,13
Only This Moment,Röyksopp,9
49 Percent,Röyksopp,2
Follow My Ruin,Röyksopp,13
What Else Is There?,Röyksopp,2
Circuit Breaker,Röyksopp,13
Alpha Male,Röyksopp,15
Tristesse Globale,Röyksopp,4
Clean Sweep,Röyksopp,8
Looser Now,Röyksopp,13
Knocked Up - Lykke Li vs. Rodeo Remix,"Kings of Leon, Lykke Li, John Hill",5
Time to Pretend,MGMT,10
Standing On The Shore,Empire of the Sun,9
Country,Empire of the Sun,4
Someone Like Me,Röyksopp,3
A Modern Midnight Conversation,The Chemical Brothers,8
One (Blake's Got A New Face),Vampire Weekend,2
Sombre detune,Röyksopp,13
Kids - Radio Mix,MGMT,10
Paper Planes - DFA Remix,M.I.A.,11
Future Reflections,MGMT,3
Electric Feel - Justice Remix,"MGMT, Justice",2
Kids - Soulwax Mix,"MGMT, Soulwax",10
"Of Moons, Birds & Monsters - Holy Ghost Remix","MGMT, Holy Ghost!",11
Dead to the World,Röyksopp,4
Burst Generator,The Chemical Brothers,15
Battle Scars,The Chemical Brothers,2
Colours,Hot Chip,7
In For The Kill,La Roux,11
My Moon My Man - Grizzly Bear Remix,Feist,13
I Don't Know What I Can Save You From - Röyksopp Remix,"Kings of Convenience, Röyksopp",8
Electric Feel,MGMT,7
Phantom Bride - Ghostly Groom Dub By FrankMusik,Erasure,0
Punkrocker (feat. Iggy Pop),"Teddybears, Iggy Pop",13
Girls (Rex The Dog Remix),The Prodigy,15
BirdFlu,M.I.A.,0
Pull Up The People,M.I.A.,0
Jimmy,M.I.A.,11
Boyz,M.I.A.,5
Mango Pickle Down River,"M.I.A., The Wilcannia Mob",0
Mercury - Original Mix,Bloc Party,5
Dressed to Digress - Rusty Egan and Sie Medway-Smith Remix,Boy Crisis,0
Don't Save Us From The Fames,M83,3
Broken,Gorillaz,3
Chaos,New Young Pony Club,11
Stone,New Young Pony Club,11
Automatic Lover,Teddybears,7
Midnight Madness,The Chemical Brothers,5
Dirty Harry - Chopper Remix,Gorillaz,7
Feel Good Inc.,Gorillaz,5
5/4,Gorillaz,7
Left Hand Suzuki Method,Gorillaz,7
The Blog,Datarock,5
This Too Shall Pass,OK Go,3
Quicksand,La Roux,11
Love Is Noise - Tom Middleton Remix,"The Verve, Tom Middleton",15
How He Loves,NorthStar Worship,10
Another World,The Chemical Brothers,10
Dissolve,The Chemical Brothers,15
Horse Power,The Chemical Brothers,13
Swoon,The Chemical Brothers,13
K+D+B,The Chemical Brothers,8
Jique - MSTRKRFT Remix,"Brazilian Girls, MSTRKRFT",8
Hand Me Down Your Love,Hot Chip,11
We Have Love,Hot Chip,11
Shake A Fist,Hot Chip,14
O.N.E,Yeasayer,8
I Remember,Yeasayer,10
Rome,Yeasayer,13
Mondegreen,Yeasayer,9
Animal,Miike Snow,11
My Girls,Animal Collective,5
Convertible Balloon,Wavves,11
Let's Make Out,"Does It Offend You, Yeah?",5
Omen,The Prodigy,3
Once Upon a Time - radio edit,Air,9
The New School,The Tough Alliance,8
Something Special,The Tough Alliance,7
Make It Happen,The Tough Alliance,5
Holiday,The Tough Alliance,2
Mr. Brightside,The Killers,3
Out of the Blue,Julian Casablancas,8
Go with the Flow - Live,Röyksopp,5
Only This Moment - Live,Röyksopp,5
Remind Me - Live,Röyksopp,5
Poor Leno - Istanbul Forever Take,Röyksopp,5
World Music,Suburban Kids With Biblical Names,11
The Alcoholic,Röyksopp,8
The Fear,Röyksopp,15
Coming Home,Röyksopp,4
Koka-Kola Veins,The Tough Alliance,11
Papercuts,Maps,14
Drugs,Ratatat,13
Stay Close,Delorean,8
Krack,Soulwax,13
Positive Tension,Bloc Party,9
Star Guitar,The Chemical Brothers,8
I'd Rather Dance With You,Kings of Convenience,11
Forest Families,The Knife,1
Silent Shout,The Knife,8
Little Bit,Lykke Li,2
Always - 2009 Mix,Erasure,10
Frequency,Rex The Dog,13
Time to Wander (Joan of Arc Remix),GATC,7
Sad Song,Au Revoir Simone,8
How He Loves - Single Version,John Mark McMillan,3
In The Flowers,Animal Collective,10
Summertime Clothes,Animal Collective,5
Brother Sport,Animal Collective,3
Knife,Grizzly Bear,4
The Bomb - Original Version,New Young Pony Club,13
Knife - Cover Version - Original by Grizzly Bear,CSS,6
Move,CSS,11
Can't Get You out of My Head,Kylie Minogue,13
Molly,Datarock,3
Warrior's Dance - Future Funk Squad's 'Rave Soldier' Mix,The Prodigy,8
All Rights Reversed,The Chemical Brothers,11
Harpoons,The Chemical Brothers,4
Saturate,The Chemical Brothers,13
Do It Again,The Chemical Brothers,8
The Test,The Chemical Brothers,15
Wonders Of The Deep,The Chemical Brothers,8
Believe,The Chemical Brothers,15
The Boxer,The Chemical Brothers,3
Come Inside,The Chemical Brothers,8
Castles in the Snow,Twin Shadow,10
Higher Than the Stars - Skanfrom Remix,The Pains Of Being Pure At Heart,8
Signals,Eva & The Heartmaker,3
Despicable Dogs,Small Black,8
Don't Haunt This Place,The Rural Alberta Advantage,3
Denial,Edge Of Dawn,8
South Pacific - Peaces Remix,IS TROPICAL,7
Tan Man,IS TROPICAL,8
Once and for All (Original Version),Clock Opera,10
Get Related,Wild At Heart,3
Time on Time,I Are Droid,14
We Are The People - Shazam Remix,Empire of the Sun,7
The Geeks Were Right (Boys Noize Vs. D.I.M. Mix),The Faint,5
A Cause Des Garçons (Riot In Belgium remix),Yelle,2
Blind,Hercules & Love Affair,11
Say the Words (Now),DC Talk,5
OK - Yuksek Remix,Shitdisco,2
I Know Kung-Fu,Shitdisco,2
72 Virgins,Shitdisco,9
Bicycles,The Maccabees,3
Echoes - Digitalism Underwater Sonar Club Mix,Digitalism,13
Ghostwriter,RJD2,8
It's Automatic,Zoot Woman,11
Vanished - Nasty Nav Remix,Crystal Castles,11
So Electric,Lifelike,15
Not Made for Love - Leo Zero Remix,Metronomy,15
Long distance call,Phoenix,7
The Things That Dreams Are Made Of - Ilya Santana Dub Mix,The Human League,15
River of Brakelights,Julian Casablancas,3
As Time Breaks Off (The Requesters RX),De'lorean,15
Dance Around The Fire,The Golden Filter,7
Hope In The Mirror,Zoot Woman,13
Just A Friend Of Mine,Zoot Woman,11
Look Me In The Eye,The Golden Filter,8
薔薇と彼女の王子,Heartsrevolution,1
Pure,Blackbird Blackbird,8
Talons - FrankMusik Remix,Bloc Party,7
We Are The Night,The Chemical Brothers,9
The Pills Won't Help You Now,The Chemical Brothers,15
Neo Violence,The Tough Alliance,7
The Prayer - Hadouken Remix,Bloc Party,2
You,Gold Panda,9
Snow & Taxis,Gold Panda,13
Novias,El Guincho,7
Ghetto Facil,El Guincho,3
1969,Boards of Canada,13
S'eteint Le Soleil,Yelle,2
Chimie Physique,Yelle,11
Mon Pays,Yelle,3
Mon Pays - Lo Fi Fnk Remix,Yelle,7
Narcissus,Pacific!,8
Never Win - TV On The Radio Hoof-Hearted Remix,Fischerspooner,10
Soca Del Eclipse,El Guincho,7
FM Tan Sexy,El Guincho,7
Lisztomania (Classixx Version),Phoenix,14
Swords Of Truth,These New Puritans,3
Drunk Girls - Holy Ghost! Remix,"LCD Soundsystem, Holy Ghost!",15
Violent Dreams,Crystal Castles,14
Intimate,Crystal Castles,8
Celestica,Crystal Castles,14
Seventeen Years,Ratatat,8
Skeleton,The Good Natured,9
Winter Beats,I Break Horses,3
In the Black,Lenny Kravitz,2
Forsaken Cowboy - Edit,Röyksopp,13
Keyboard Milk,Röyksopp,15
Happy Up Here - Breakbot Remix,Röyksopp,2
Music Is Math,Boards of Canada,8
Heart: Attack,Neon Indian,10
The Blindside Kiss,Neon Indian,9
I Love London,Crystal Fighters,8
In the Summer,Crystal Fighters,7
Punching In A Dream - Single Version,The Naked And Famous,10
Houdini,Foster The People,2
Surfing on a Rocket,Air,3
Never There,CAKE,11
Don't Blame Your Daughter (Diamonds),The Cardigans,10
The End Of The World (Bestival Live 2011),The Cure,5
We Used To Be Friends,The Dandy Warhols,11
Purest One,Etro Anime,10
Glass Danse,The Faint,7
I'm Frank,The Fall,13
Breaking Up The Girl,Garbage,2
Cherry Lips (Go Baby Go),Garbage,11
Androgyny,Garbage,6
C'mere,Interpol,9
Discotraxx,Ladytron,13
Losing My Edge,LCD Soundsystem,15
Rome Wasn't Built in a Day,Morcheeba,2
Emancipation,Moving Units,9
Crystal,New Order,15
60 Miles an Hour,New Order,10
Love Will Tear Us Apart,Nouvelle Vague,6
Haunted,Poe,14
Control,Poe,5
Walk The Walk,Poe,2
Wild,Poe,15
5&½ Minute Hallway,Poe,10
Hey Pretty,Poe,11
Spanish Doll,Poe,5
Nothing Better,The Postal Service,7
Girl And The Sea,The Presets,11
Tits On The Radio,Scissor Sisters,11
Laura,Scissor Sisters,2
Prince Harry,Sohodolls,13
Rock'n Roll,The Sounds,11
Maybe Tomorrow,Stereophonics,14
Closest Thing to Heaven,Tears For Fears,14
Breathe,Télépopmusik,6
Genetic world,Télépopmusik,8
Da hoola,Télépopmusik,0
Dance me,Télépopmusik,2
Night On Fire,VHS or Beta,5
Rich,Yeah Yeah Yeahs,9
Date With The Night,Yeah Yeah Yeahs,3
Tick,Yeah Yeah Yeahs,11
Pin,Yeah Yeah Yeahs,2
Cold Light,Yeah Yeah Yeahs,3
Y Control,Yeah Yeah Yeahs,3
Getaway,The Music,9
Not Big,Lily Allen,2
Rebellion (Lies),Arcade Fire,8
Around The Bend,The Asteroids Galaxy Tour,11
Funplex,The B-52's,7
Juliet Of The Spirits,The B-52's,9
Pump - Live,The B-52's,5
Ultraviolet - Live,The B-52's,5
Fuckoff Is Not The Only Thing You Have to Show,CSS,2
Off The Hook,CSS,11
Jager Yoga,CSS,11
Meeting Paris Hilton,CSS,2
It's Over,The Cure,9
Underneath The Stars,The Cure,15
Midnight Runner,Cut Copy,10
My Moon My Man,Feist,14
1234,Feist,6
This Fire,Franz Ferdinand,2
Knickerbocker,Fujiya & Miyagi,8
Collarbone,Fujiya & Miyagi,11
Kingdom,Dave Gahan,10
Bleed Like Me,Garbage,7
Time Out from the World,Goldfrapp,10
Happiness,Goldfrapp,14
Ride a White Horse,Goldfrapp,13
Song 4 Mutya (Out Of Control) - Radio Edit,Groove Armada,7
So This Is Goodbye,Junior Boys,8
In The Morning,Junior Boys,2
Tape Song,The Kills,2
Cheap And Cheerful,The Kills,11
I Call It Art,The Kills,14
Two Receivers,Klaxons,9
Atlantis To Interzone,Klaxons,9
Totem On The Timeline,Klaxons,3
Na Na Na,The Knife,1
Manipulating Woman,Ladyhawke,11
Magic,Ladyhawke,11
Back Of The Van,Ladyhawke,7
Paris Is Burning,Ladyhawke,11
Professional Suicide,Ladyhawke,7
Runaway,Ladytron,2
Deep Blue,Ladytron,13
High Rise,Ladytron,8
International Dateline,Ladytron,8
Bathroom Gurgle,Late of the Pier,10
Watch the Tapes,LCD Soundsystem,2
Sacrifice,London After Midnight,15
"I'm Good, I'm Gone",Lykke Li,11
Monster Hospital (MSTRKRFT Remix),Metric,9
Raw Sugar,Metric,3
Grow Up and Blow Away,Metric,11
London Half Life,Metric,12
Monster Hospital,Metric,3
Dashboard,Modest Mouse,11
Every Day Is Exactly The Same,Nine Inch Nails,7
Ice Cream,New Young Pony Club,11
Tight Fit,New Young Pony Club,11
The Get Go,New Young Pony Club,11
Grey,New Young Pony Club,2
Amsterdam,Peter Bjorn and John,5
22 Grand Job,The Rakes,9
Binary Love,The Rakes,9
You Really Got Me,Robots In Disguise,2
Paris Is Burning,St. Vincent,9
Say Aha,Santigold,9
Anne,Santigold,8
Red Flags And Long Nights,She Wants Revenge,13
Written In Blood,She Wants Revenge,2
Out Of Control,She Wants Revenge,7
Broken Promises For Broken Hearts,She Wants Revenge,5
OK,Shitdisco,0
Lover Of Others,Shitdisco,0
Into A Swan,Siouxsie,2
Rawnald Gregory Erickson the Second,STRFKR,8
You Only Live Once,The Strokes,2
1724,Sohodolls,2
Homecoming,The Teenagers,2
Feeling Better,The Teenagers,8
I Bet It Stung,Tegan and Sara,7
Great DJ,The Ting Tings,11
We Walk,The Ting Tings,11
DLZ,TV On The Radio,9
Not a Love Song,Uh Huh Her,9
A-Punk,Vampire Weekend,3
My Friend Dario,Vitalic,5
You In The Sky,The Waterboys,10
Way Out,Yeah Yeah Yeahs,2
Honeybear,Yeah Yeah Yeahs,9
Cheated Hearts,Yeah Yeah Yeahs,2
Dudley,Yeah Yeah Yeahs,3
Mysteries,Yeah Yeah Yeahs,3
Warrior,Yeah Yeah Yeahs,10
Turn Into,Yeah Yeah Yeahs,9
Rockers To Swallow,Yeah Yeah Yeahs,7
Down Boy,Yeah Yeah Yeahs,14
Isis,Yeah Yeah Yeahs,9
After Hours,We Are Scientists,9
Space For Rent,WhoMadeWho,8
Love Letter To Japan,the bird and the bee,2
Slyd,!!!,7
Rollerskate,Matias Aguayo,6
The Suburbs,Arcade Fire,14
Myth,Beach House,3
Autumn,Bear In Heaven,5
Velvet,The Big Pink,3
I Can't Go For That,the bird and the bee,11
Kiss On My List,the bird and the bee,2
D-Day,Blondie,9
Mother,Blondie,3
Words In My Mouth,Blondie,3
Truth Sets In,Avi Buffalo,12
Silver,Caribou,10
Blue Tip,The Cars,7
Sad Song,The Cars,7
Ruin,Cat Power,7
Amanaemonesia,Chairlift,3
Met Before,Chairlift,5
Salt Air,Chew Lips,7
Journal of Ardency,Class Actress,11
You Could Have It All,CSS,13
City Grrrl,"CSS, Ssion",2
You Know What I Mean,Cults,3
Walk At Night,Cults,7
Peace,Depeche Mode,2
Wrong,Depeche Mode,14
Don't Shoot (I'm a Man),DEVO,3
Too Insistent - Trentemøller Remix,"The Dø, trentemøller",14
Holy Moses,Echo & the Bunnymen,10
Home,Edward Sharpe & The Magnetic Zeros,10
This Head I Hold,Electric Guest,7
Troubleman,Electric Guest,15
Pumped Up Kicks,Foster The People,11
Ulysses,Franz Ferdinand,2
Minestrone,Fujiya & Miyagi,11
Automatic Systematic Habit,Garbage,9
Big Bright World,Garbage,3
Blood For Poppies,Garbage,5
Felt,Garbage,8
Sugar,Garbage,14
Man On A Wire,Garbage,9
Girls Talk (With Brody Dale),Garbage,9
Time Will Destroy Everything,Garbage,8
The finer arts,Gentle Touch,15
Believer,Goldfrapp,9
Shiny and Warm,Goldfrapp,7
Genesis,Grimes,9
Symphonia IX (My Wait Is U),Grimes,8
Aint No Love,Hank & Cupcakes,11
Kishi Kaisei,Heartsrevolution,5
Rockets and Jets,Hospitality,8
Flutes,Hot Chip,15
Pigeons,The Hundred In The Hands,5
Memory Serves,Interpol,9
My Desire,Interpol,8
"Same Town, New Story",Interpol,10
European Super State,Killing Joke,9
In Cythera,Killing Joke,11
Echoes,Klaxons,3
There is no other time,Klaxons,5
Amnesia,KMFDM,8
Tropical Chancer,La Roux,6
Cruel Sexuality,La Roux,5
Let Me Down Gently,La Roux,14
Girl Like Me,Ladyhawke,11
Blue Eyes,Ladyhawke,2
Gone Gone Gone,Ladyhawke,5
Ace of Hz,Ladytron,5
You Wanted a Hit,LCD Soundsystem,15
Drunk Girls,LCD Soundsystem,7
Home,LCD Soundsystem,15
I Can Change,LCD Soundsystem,7
Get Some,Lykke Li,11
Wait,M83,1
Lost Kitten,Metric,8
Love Letters,Metronomy,14
Into the Galaxy - Chateau Marmont Remix,Midnight Juggernauts,9
Systematic,Midnight Juggernauts,11
I Spit Roses,Peter Murphy,3
Velocity Bird,Peter Murphy,2
Seesaw Sway,Peter Murphy,9
Recoil,New Order,11
Sugarcane,New Order,11
I'll Stay with You,New Order,7
Play Hard,New Young Pony Club,7
Things Like You - Radio Edit,New Young Pony Club,2
The Optimist,New Young Pony Club,8
Your Green Jacket,Sinéad O'Connor,14
Sister Marie Says,Orchestral Manoeuvres In The Dark,9
Lose You,Peaches,8
Separator,Radiohead,8
Sail Away,The Rapture,10
How Deep Is Your Love?,The Rapture,9
Heart Of Stone,The Raveonettes,5
Night Swim,Frankie Rose,9
God from the Machine,Santigold,9
The Keepers,Santigold,2
Stars Will Lead The Way,Simple Minds,2
Rockets,Simple Minds,9
Never Say Die,Sleigh Bells,9
Paddling Out,Miike Snow,9
We Choose Our Own Adventures,Social Studies,3
Psychic Driving,Soft Metals,8
Ghost Girl,Télépopmusik,11
Silence,The Ting Tings,2
Hang It Up,The Ting Tings,2
Communication,The Ting Tings,11
Do It Again,The Ting Tings,7
Only Love,The Ting Tings,7
Hands,The Ting Tings,11
Guggenheim,The Ting Tings,2
I Can Talk,Two Door Cinema Club,5
Get On Your Boots,U2,7
Magnificent,U2,13
Same High,Uh Huh Her,10
Broke,Tom Vek,13
Love Is to Die,Warpaint,14
Amor Fati,Washed Out,2
Sister Wife,Alex Winston,3
Where Are Your People?,We Have Band,11
Intro,The xx,13
Crystalised,The xx,4
Islands,The xx,6
Terminal Beach,YACHT,2
Zero,Yeah Yeah Yeahs,10
